Ticker,Company_name,Market_Cap,Stock_price,Volume,Industry,Sector,Revenue,Rev. Growth,Net Income,Free_Cash_Flow
PJAA,PT Pembangunan Jaya Ancol Tbk,832.00B,515.00,"158,9",Leisure,Consumer Discretionary,1.18T,-5.57%,135.82B,77.83B
KOCI,PT Kokoh Exa Nusantara Tbk,366.49B,83.00,"2,059,300",Real Estate - Development,Real Estate,61.05B,-30.65%,16.78B,13.62B
KSIX,PT Kentanix Supra International Tbk,722.59B,344.00,"926,6",Real Estate - Development,Real Estate,137.69B,-46.39%,17.67B,27.38B
AYLS,PT Agro Yasa Lestari Tbk,213.36B,250.00,"110,101,200",Food Distribution,Consumer Staples,1.03B,2.62%,-2.44B,-
IKBI,PT Sumi Indo Kabel Tbk,648.72B,530.00,"737,4",Electrical Equipment & Parts,Industrials,4.29T,5.76%,125.53B,25.02B
KREN,PT Quantum Clovera Investama Tbk,273.06B,15.00,"5,947,100",Asset Management,Financials,4.78T,-41.75%,-134.50B,-67.32B
JMAS,PT Asuransi Jiwa Syariah Jasa Mitra Abadi Tbk,153.00B,148.00,"7,295,400",Insurance - Life,Financials,77.24B,-1.75%,5.43B,48.02B
GPRA,PT Perdana Gapuraprima Tbk,560.24B,132.00,"12,897,500",Real Estate - Development,Real Estate,480.80B,-8.93%,114.95B,-47.92B
NPGF,PT Nusa Palapa Gemilang Tbk,194.41B,60.00,"16,692,100",Agricultural Inputs,Materials,199.13B,49.21%,3.65B,-57.16B
MBTO,PT Martina Berto Tbk,203.30B,180.00,"12,000,600",Household & Personal Products,Consumer Staples,398.99B,-6.21%,-24.09B,12.51B
AGAR,PT Asia Sejahtera Mina Tbk,240.00B,240.00,"38,2",Farm Products,Consumer Staples,283.63B,-1.74%,2.16B,14.04B
TNCA,PT Trimuda Nuansa Citra Tbk,102.88B,244.00,"1,367,100",Integrated Freight & Logistics,Industrials,73.31B,9.74%,468.71M,2.41B
PEHA,PT Phapros Tbk,277.20B,330.00,"441,6",Drug Manufacturers - Specialty & Generic,Healthcare,835.11B,2.28%,-233.22B,88.54B
OPMS,PT Optima Prima Metal Sinergi Tbk,78.56B,110.00,"275,322,300",Waste Management,Industrials,8.63B,-80.17%,-7.98B,4.86B
BATA,PT Sepatu Bata Tbk.,104.00B,80.00,"1,207,800",Footwear & Accessories,Consumer Discretionary,333.64B,-32.77%,-70.46B,10.46B
RSGK,PT Kedoya Adyaraya Tbk,911.08B,980.00,"2,8",Medical Care Facilities,Healthcare,448.65B,2.96%,33.83B,21.83B
UNSP,PT Bakrie Sumatera Plantations Tbk,430.03B,172.00,"453,8",Farm Products,Consumer Staples,2.38T,5.41%,728.19B,198.69B
TGRA,PT. Terregra Asia Energy Tbk,74.25B,27.00,"84,6",Utilities - Renewable,Utilities,-,-,-26.22B,-987.71M
IPPE,PT Indo Pureco Pratama Tbk,64.40B,14.00,"2,621,200",Packaged Foods,Consumer Staples,27.24B,35.11%,1.84B,-277.40M
IKPM,PT Ikapharmindo Putramas Tbk,384.10B,226.00,"4,446,300",Pharmaceutical Retailers,Healthcare,379.27B,-10.74%,-27.76B,6.64B
VRNA,PT Mizuho Leasing Indonesia Tbk,489.11B,86.00,"552,7",Credit Services,Financials,158.92B,-18.76%,-12.45B,60.14B
YPAS,PT Yanaprima Hastapersada Tbk,315.30B,472.00,"4,8",Packaging & Containers,Consumer Discretionary,353.16B,2.46%,-3.86B,43.06B
LRNA,PT Eka Sari Lorena Transport Tbk,62.30B,176.00,"1,184,200",Railroads,Industrials,62.88B,-28.46%,-15.20B,-6.91B
NINE,PT Techno9 Indonesia Tbk,668.67B,310.00,-,Information Technology Services,Technology,8.83B,96.87%,-6.64B,-
YOII,PT Asuransi Digital Bersama Tbk,345.89B,102.00,"1,800,500",Insurance - Diversified,Financials,625.87B,109.93%,32.98B,29.45B
VINS,PT Victoria Insurance Tbk,219.09B,151.00,"12,771,600",Insurance - Property & Casualty,Financials,75.80B,-23.66%,14.21B,11.24B
JGLE,PT Graha Andrasentra Propertindo Tbk,406.47B,18.00,"8,959,400",Leisure,Consumer Discretionary,162.20B,4.40%,-5.85B,-5.09B
MOLI,PT Madusari Murni Indah Tbk,795.42B,292.00,"1,368,500",Chemicals,Materials,1.45T,5.15%,23.80B,98.84B
IPAC,PT Era Graharealty Tbk,246.97B,260.00,"1,167,800",Real Estate Services,Real Estate,54.42B,32.35%,1.05B,3.65B
SBMA,PT Surya Biru Murni Acetylene Tbk,119.96B,129.00,"1,129,000",Chemicals,Materials,137.81B,7.73%,13.67B,20.57B
PSDN,PT Prasidha Aneka Niaga Tbk,148.32B,102.00,"941,6",Packaged Foods,Consumer Staples,21.41B,-92.56%,-19.40B,-18.48B
INAF,PT Indofarma Tbk,390.51B,126.00,-,Drug Manufacturers - Specialty & Generic,Healthcare,206.24B,-4.41%,-295.10B,-
SKBM,PT Sekar Bumi Tbk,854.67B,494.00,"757,5",Packaged Foods,Consumer Staples,2.78T,25.19%,26.73B,-16.24B
ERTX,PT Eratex Djaja Tbk,217.43B,172.00,"9,728,500",Apparel Manufacturing,Consumer Discretionary,1.96T,5.34%,43.72B,57.69B
HBAT,PT Minahasa Membangun Hebat Tbk,205.03B,197.00,"2,184,100","Land Subdividers and Developers, Except Cemeteries",-,33.98B,-16.92%,6.34B,2.45B
BSML,PT Bintang Samudera Mandiri Lines Tbk,342.29B,186.00,"32,326,400",Marine Shipping,Industrials,113.50B,-58.84%,3.67B,-14.31B
GRIA,PT Ingria Pratama Capitalindo Tbk,715.44B,101.00,"4,101,600",Real Estate - Development,Real Estate,74.04B,30.40%,6.77B,19.67B
TOPS,PT Totalindo Eka Persada Tbk,33.33B,1.000,-,Engineering & Construction,Industrials,109.36B,-77.00%,-284.97B,-11.32B
RMKO,PT Royaltama Mulia Kontraktorindo Tbk,260.00B,210.00,"2,979,700",Thermal Coal,Energy,284.15B,10.27%,-59.82B,-90.70B
INCI,PT Intanwijaya Internasional Tbk,139.13B,650.00,"320,7",Specialty Chemicals,Materials,387.93B,2.85%,28.40B,26.05B
VISI,PT Satu Visi Putra Tbk,615.00B,202.00,"6,571,300",Industrial Distribution,Industrials,379.57B,-21.39%,4.29B,18.52B
BLTA,PT Berlian Laju Tanker Tbk,725.46B,28.00,"3,773,100",Marine Shipping,Industrials,807.03B,22.28%,43.30B,335.23B
CAKK,PT Cahayaputra Asa Keramik Tbk,212.98B,178.00,"166,6",Building Products & Equipment,Industrials,314.82B,45.47%,-38.67B,-25.27B
HELI,PT Jaya Trishindo Tbk,201.55B,242.00,"348,2",Airports & Air Services,Industrials,155.36B,20.83%,19.52B,17.26B
MDRN,PT Modern Internasional Tbk,343.45B,42.00,"19,103,800",Business Equipment & Supplies,Industrials,36.16B,-14.49%,36.00B,2.43B
UNTD,PT Terang Dunia Internusa Tbk,566.67B,84.00,"7,000,600",Auto Manufacturers,Consumer Discretionary,505.07B,-8.88%,16.07B,-113.44B
ACRO,PT Samcro Hyosung Adilestari Tbk,301.82B,88.00,"26,436,500",Apparel Manufacturing,Consumer Discretionary,41.56B,7.28%,8.84B,10.66B
MPOW,PT Megapower Makmur Tbk,93.14B,118.00,"28,945,700",Utilities - Independent Power Producers,Utilities,31.09B,-5.61%,-8.27B,9.68B
TIRT,PT Tirta Mahakam Resources Tbk,44.52B,44.00,"1,543,800",Lumber & Wood Production,Materials,40.72M,-40.19%,-51.50B,-
ZYRX,PT Zyrexindo Mandiri Buana Tbk,189.33B,145.00,"62,692,200",Computer Hardware,Technology,388.92B,45.64%,15.73B,24.41B
INAI,PT Indal Aluminium Industry Tbk,96.94B,152.00,"16,7",Aluminum,Materials,814.24B,-28.42%,-93.25B,55.53B
AKSI,PT Mineral Sumberdaya Mandiri Tbk,266.40B,380.00,"230,1",Trucking,Industrials,438.29B,-4.64%,-9.99B,28.81B
HOKI,PT Buyung Poetra Sembada Tbk,725.83B,74.00,"29,263,300",Packaged Foods,Consumer Staples,1.06T,-27.55%,-23.58B,64.71B
PTIS,PT Indo Straits Tbk,223.37B,394.00,"2,1",Marine Shipping,Industrials,244.39B,-11.11%,871.60M,-32.41B
SWAT,PT Sriwahana Adityakarta Tbk,48.31B,16.00,204,Packaging & Containers,Consumer Discretionary,181.94B,-32.33%,-29.76B,-28.83B
SQMI,PT Wilton Makmur indonesia Tbk.,668.12B,43.00,"226,1",Gold,Materials,1.66B,-47.30%,-81.45B,-11.61B
KOPI,PT Mitra Energi Persada Tbk,228.70B,326.00,"3,204,000",Oil & Gas Refining & Marketing,Energy,244.92B,10.08%,-20.52B,29.98B
SURI,PT Maja Agung Latexindo Tbk,627.10B,99.00,"13,134,800",Medical Instruments & Supplies,Healthcare,148.51B,34.49%,-2.89B,5.27B
DADA,PT Diamond Citra Propertindo Tbk,371.58B,50.00,"3,787,900",Real Estate Services,Real Estate,38.88B,378.16%,1.79B,-3.92B
WTON,PT Wijaya Karya Beton Tbk,906.41B,102.00,"32,247,100",Building Materials,Materials,4.03T,-6.89%,39.89B,215.30B
TIRA,PT Tira Austenite Tbk,834.96B,"1,410.00","172,7",Industrial Distribution,Industrials,280.34B,-1.45%,-18.82M,-991.24M
LPLI,PT Star Pacific Tbk,608.63B,492.00,"1,224,400",Real Estate Services,Real Estate,19.03B,-5.04%,179.93B,-
PPRI,PT Paperocks Indonesia Tbk,365.51B,326.00,"11,887,300",Packaging & Containers,Consumer Discretionary,160.68B,17.45%,4.54B,-8.59B
LOPI,PT Logisticsplus International Tbk,95.70B,93.00,"1,988,000",Integrated Freight & Logistics,Industrials,105.96B,10.68%,4.58B,13.15B
GRPM,PT Graha Prima Mentari Tbk,95.79B,62.00,"807,6",Beverages - Non-Alcoholic,Consumer Staples,642.65B,-3.13%,2.81B,-6.64B
BTON,PT Betonjaya Manunggal Tbk,279.36B,388.00,"1,6",Steel,Materials,118.44B,-9.96%,33.42B,23.55B
LMAX,PT Lupromax Pelumas Indonesia Tbk,52.00B,81.00,"1,026,400",Oil & Gas Refining & Marketing,Energy,72.61B,16.35%,508.80M,2.59B
VIVA,PT Visi Media Asia Tbk,477.46B,29.00,"7,579,900",Broadcasting,Communication Services,1.07T,-5.92%,5.61T,51.30B
INOV,PT Inocycle Technology Group Tbk,283.89B,150.00,"23,757,800",Waste Management,Industrials,678.49B,10.98%,69.38B,18.14B
JECC,PT Jembo Cable Company Tbk,861.84B,"1,130.00",19,Electrical Equipment & Parts,Industrials,4.10T,20.00%,122.51B,-16.57B
DKHH,PT Cipta Sarana Medika Tbk,229.50B,89.00,"64,443,800",Hospitals,-,134.19B,34.76%,3.54B,-16.41B
OKAS,PT Ancora Indonesia Resources Tbk,339.40B,143.00,"3,895,900",Specialty Chemicals,Materials,2.72T,-13.55%,-2.74B,260.51B
DPUM,PT Dua Putra Utama Makmur Tbk,270.70B,63.00,"105,930,400",Packaged Foods,Consumer Staples,1.19T,9.59%,-37.07B,20.18B
WAPO,PT Wahana Pronatural Tbk,214.68B,173.00,"2,635,300",Packaged Foods,Consumer Staples,1.47T,-25.84%,-10.02B,-5.50B
FWCT,PT Wijaya Cahaya Timber Tbk,270.00B,144.00,"2,166,800",Lumber & Wood Production,Materials,1.55T,28.71%,71.86B,59.73B
TAYS,PT Jaya Swarasa Agung Tbk,79.12B,73.00,"48,041,500",Packaged Foods,Consumer Staples,103.44B,-51.23%,-74.37B,-5.16B
DGIK,PT Nusa Konstruksi Enjiniring Tbk,493.53B,95.00,"5,315,800",Engineering & Construction,Industrials,885.19B,60.60%,60.88B,-220.97B
AXIO,PT Tera Data Indonusa Tbk,724.18B,129.00,"15,722,700",Computer Hardware,Technology,1.57T,30.95%,56.82B,55.69B
EKAD,PT Ekadharma International Tbk,646.37B,185.00,409,Specialty Chemicals,Materials,527.48B,0.63%,31.51B,75.80B
PICO,PT Pelangi Indah Canindo Tbk,128.45B,232.00,"1,606,500",Packaging & Containers,Consumer Discretionary,591.54B,-1.55%,3.59B,173.17B
GRPH,PT Griptha Putra Persada Tbk,65.00B,64.00,"31,462,000",Lodging,Consumer Discretionary,29.52B,4.09%,3.24B,-1.73B
CASH,PT Cashlez Worldwide Indonesia Tbk,145.97B,112.00,"7,034,000",Business Equipment & Supplies,Industrials,140.96B,-5.49%,-37.96B,-30.57B
LABA,PT Green Power Group Tbk,242.75B,199.00,"43,230,700",Steel,Materials,48.09B,513.67%,3.72B,-64.82B
ICON,PT Island Concepts Indonesia Tbk,51.22B,46.00,"71,1",Oil & Gas Equipment & Services,Energy,222.15B,7.48%,-4.74B,15.11B
RELF,PT Graha Mitra Asia Tbk,257.75B,44.00,"2,877,800",Real Estate - Development,Real Estate,49.31B,10.86%,11.94B,-4.63B
HALO,PT Haloni Jane Tbk,598.90B,105.00,"16,112,300",Chemicals,Materials,215.74B,16.62%,-5.86B,-6.94B
UVCR,PT Trimegah Karya Pratama Tbk,242.02B,125.00,"637,464,100",Software - Application,Technology,910.07B,18.92%,-84.11M,887.46M
GTBO,PT Garda Tujuh Buana Tbk,530.00B,210.00,"1,063,600",Thermal Coal,Energy,227.24B,-64.34%,-74.99B,-52.13B
SOSS,PT Shield On Service Tbk,719.47B,900.00,"20,1",Staffing & Employment Services,Industrials,1.98T,7.06%,-6.46B,41.05B
PTPW,PT Pratama Widya Tbk,847.45B,965.00,"14,2",Engineering & Construction,Industrials,346.72B,-14.69%,44.63B,34.43B
PCAR,PT Prima Cakrawala Abadi Tbk,39.67B,34.00,"1,832,700",Packaged Foods,Consumer Staples,235.46B,-10.65%,-3.20B,-4.17B
GTRA,PT Grahaprima Suksesmandiri Tbk,663.03B,336.00,"11,691,600",Integrated Freight & Logistics,Industrials,563.43B,32.15%,56.23B,-4.69B
TRJA,PT Transkon Jaya Tbk,235.59B,156.00,"322,2",Rental & Leasing Services,Industrials,528.72B,-12.77%,-3.36B,176.41B
DEFI,PT Danasupra Erapacific Tbk,115.60B,171.00,"230,8",Credit Services,Financials,8.06B,120.72%,-3.34B,-4.13B
ALKA,PT Alakasa Industrindo Tbk,185.81B,366.00,"2,830,300",Aluminum,Materials,148.38B,-24.57%,-5.22B,-147.02B
AMAN,PT Makmur Berkah Amanda Tbk,592.65B,147.00,"3,623,900",Real Estate - Development,Real Estate,234.52B,8.56%,61.44B,-44.83B
IDPR,PT Indonesia Pondasi Raya Tbk,604.91B,304.00,"1,625,800",Engineering & Construction,Industrials,1.22T,-1.56%,23.61B,48.27B
URBN,PT Urban Jakarta Propertindo Tbk.,442.98B,140.00,"307,7",Real Estate - Development,Real Estate,-16.53B,-90.82%,-5.22B,-17.90B
KBLV,PT First Media Tbk,247.39B,145.00,"205,338,800",Entertainment,Communication Services,2.72B,-96.08%,39.05B,-38.73B
MDKI,PT Emdeki Utama Tbk,475.67B,190.00,"849,6",Specialty Chemicals,Materials,330.79B,-10.11%,32.36B,42.11B
BKDP,PT Bukit Darmo Property Tbk,285.53B,40.00,"312,8",Real Estate Services,Real Estate,37.34B,42.96%,-36.50B,-15.35B
ZINC,PT Kapuas Prima Coal Tbk,681.75B,28.00,"11,487,500",Other Industrial Metals & Mining,Materials,61.43B,-77.49%,-188.98B,-43.55B
MSIE,PT Multisarana Intan Eduka Tbk,78.84B,51.00,"18,981,600",Real Estate Services,Real Estate,6.70B,2.02%,-1.16B,6.98B
STAR,PT Buana Artha Anugerah Tbk,340.80B,74.00,"15,8",Asset Management,Financials,5.56B,29.48%,9.06B,-3.49B
ITIC,PT Indonesian Tobacco Tbk,459.07B,476.00,"29,765,900",Tobacco,Consumer Staples,279.93B,-3.78%,21.20B,18.07B
RICY,PT Ricky Putra Globalindo Tbk,37.22B,58.00,"233,1",Apparel Manufacturing,Consumer Discretionary,674.14B,-24.09%,-216.29B,25.89B
LEAD,PT Logindo Samudramakmur Tbk.,458.17B,79.00,"8,529,700",Marine Shipping,Industrials,709.11B,0.67%,43.80B,282.70B
BCIP,PT Bumi Citra Permai Tbk,168.73B,113.00,"36,807,200",Real Estate - Development,Real Estate,118.04B,22.01%,16.99B,5.76B
SLIS,PT Gaya Abadi Sempurna Tbk,194.60B,80.00,"54,149,200",Electronics & Computer Distribution,Technology,227.40B,-57.22%,-9.46B,54.04B
LFLO,PT Imago Mulia Persada Tbk,745.41B,565.00,"68,6","Furnishings, Fixtures & Appliances",Consumer Discretionary,148.13B,62.56%,18.48B,-2.52B
BEER,PT Jobubu Jarum Minahasa Tbk,500.00B,121.00,"1,589,600",Beverages - Wineries & Distilleries,Consumer Staples,50.93B,28.28%,7.06B,-13.20B
BINO,PT Perma Plasindo Tbk,291.24B,127.00,"555,3",Business Equipment & Supplies,Industrials,339.46B,-10.35%,-48.32B,-6.70B
IOTF,PT Sumber Sinergi Makmur Tbk,449.68B,87.00,"21,670,000",Communication Equipment,Technology,62.45B,-2.38%,521.69M,42.98B
BELL,PT Trisula Textile Industries Tbk,468.80B,63.00,"24,928,600",Textile Manufacturing,Consumer Discretionary,571.86B,-5.56%,5.09B,16.79B
NAYZ,PT Hassana Boga Sejahtera Tbk,433.50B,187.00,"8,814,700",Packaged Foods,Consumer Staples,27.44B,-46.30%,-2.22B,1.45B
EAST,PT Eastparc Hotel Tbk,383.76B,93.00,"436,5",Lodging,Consumer Discretionary,97.31B,-6.04%,32.38B,36.18B
IDEA,PT Idea Indonesia Akademi Tbk,71.18B,73.00,"10,186,800",Education & Training Services,Consumer Staples,24.18B,8.97%,1.95B,6.03B
MKNT,PT Mitra Komunikasi Nusantara Tbk,5.50B,1.000,-,Communication Equipment,Technology,1.70T,-17.45%,-21.17B,29.49B
KARW,PT Meratus Jasa Prima Tbk,299.45B,460.00,"91,8",Marine Shipping,Industrials,81.28B,-3.70%,-4.86B,30.87B
IPOL,PT Indopoly Swakarsa Industry Tbk,882.74B,137.00,"374,2",Packaging & Containers,Consumer Discretionary,3.92T,12.86%,17.11B,-199.70B
MDLN,PT Modernland Realty Tbk,681.00B,56.00,"18,932,600",Real Estate - Development,Real Estate,1.15T,-5.48%,728.28B,-290.33B
CGAS,PT Citra Nusantara Gemilang Tbk,258.64B,146.00,"6,672,700",Oil & Gas Refining & Marketing,Energy,559.29B,15.82%,9.54B,-27.82B
PTPS,PT Pulau Subur Tbk,427.00B,198.00,"13,007,300",Farm Products,Consumer Staples,79.11B,62.81%,38.46B,5.14B
ESTI,PT Ever Shine Tex Tbk,255.93B,127.00,"741,8",Textile Manufacturing,Consumer Discretionary,448.59B,8.77%,17.35B,25.66B
SPRE,PT Soraya Berjaya Indonesia Tbk,95.20B,130.00,"17,537,700","Furnishings, Fixtures & Appliances",Consumer Discretionary,46.89B,-0.89%,2.59B,1.26B
ASBI,PT Asuransi Bintang Tbk,163.04B,476.00,"111,4",Insurance - Diversified,Financials,168.44B,-44.66%,14.64B,-2.27B
JAYA,PT Armada Berjaya Trans Tbk,83.84B,104.00,"266,9",Trucking,Industrials,77.26B,-21.76%,2.38B,-51.51B
MICE,PT Multi Indocitra Tbk,372.90B,625.00,"72,4",Household & Personal Products,Consumer Staples,1.15T,6.24%,45.26B,51.06M
COAL,PT Black Diamond Resources Tbk,350.00B,57.00,"5,519,600",Thermal Coal,Energy,426.89B,-12.25%,24.08B,-23.81B
MGNA,PT Magna Investama Mandiri Tbk,245.55B,75.00,"3,033,800",Credit Services,Financials,44.97B,9.05%,6.19B,3.69B
TELE,PT Omni Inovasi Indonesia Tbk,65.80B,9.00,"779,3",Telecom Services,Communication Services,885.30B,-67.45%,-30.72B,445.00M
WICO,Pt Wicaksana Overseas International Tbk,294.43B,123.00,200,Food Distribution,Consumer Staples,820.04B,-39.39%,-175.50B,-39.68B
GUNA,PT Gunanusa Eramandiri Tbk,685.00B,272.00,"226,7",Packaged Foods,Consumer Staples,1.66T,21.86%,72.79B,-4.05B
SOUL,PT Mitra Tirta Buwana Tbk,84.44B,78.00,"863,4",Specialty Business Services,Industrials,2.96B,-33.13%,-3.75B,-7.98B
APLI,PT Asiaplast Industries Tbk,621.38B,456.00,81,Packaging & Containers,Consumer Discretionary,313.39B,-26.45%,-708.02M,23.89B
IGAR,PT Champion Pacific Indonesia Tbk,463.89B,500.00,"5,3",Packaging & Containers,Consumer Discretionary,899.70B,2.80%,54.80B,44.82B
DOSS,PT Global Sukses Digital Tbk,255.30B,148.00,"2,657,400",Specialty Retail,Consumer Discretionary,714.54B,17.22%,22.04B,31.83B
VAST,PT Vastland Indonesia Tbk,449.19B,149.00,"113,8",Real Estate Services,Real Estate,39.39B,13.23%,16.81B,38.46B
HADE,PT Himalaya Energi Perkasa Tbk,50.88B,24.00,"3,412,100",Specialty Retail,Consumer Discretionary,4.13B,4.72%,-2.95B,85.78M
OBMD,PT OBM Drilchem Tbk,201.50B,250.00,"423,7",Specialty Chemicals,Materials,159.94B,-3.11%,32.94B,54.77B
PART,PT Cipta Perdana Lancar Tbk,402.56B,136.00,"90,138,000",Auto Parts,Consumer Discretionary,293.03B,14.42%,27.58B,-46.40B
AKPI,PT Argha Karya Prima Industry Tbk,355.10B,590.00,"13,5",Packaging & Containers,Consumer Discretionary,2.94T,-1.56%,7.03B,-18.51B
LMPI,PT Langgeng Makmur Industri Tbk,146.24B,145.00,"46,3","Furnishings, Fixtures & Appliances",Consumer Discretionary,494.09B,-6.71%,-40.32B,1.44B
DSFI,PT Dharma Samudera Fishing Industries Tbk,156.00B,85.00,"3,793,300",Farm Products,Consumer Staples,626.85B,10.48%,15.18B,4.11B
SRSN,PT Indo Acidatama Tbk,385.28B,66.00,"37,439,200",Chemicals,Materials,1.30T,19.90%,48.22B,122.80B
POLY,PT Asia Pacific Fibers Tbk,69.88B,28.00,711,Specialty Chemicals,Materials,957.25B,-75.04%,-743.51B,315.77B
PTMR,PT Master Print Tbk,713.22B,374.00,"18,583,100",Packaging & Containers,Consumer Discretionary,141.81B,35.96%,5.53B,-23.15B
GEMA,PT Gema Grahasarana Tbk,139.20B,86.00,"4,856,300","Furnishings, Fixtures & Appliances",Consumer Discretionary,1.47T,6.46%,18.59B,94.77B
WOWS,PT Ginting Jaya Energi Tbk,195.58B,79.00,"178,626,800",Oil & Gas Equipment & Services,Energy,220.83B,40.71%,8.16B,21.53B
AMIN,PT Ateliers Mecaniques D'Indonesie Tbk,274.32B,254.00,"148,5",Specialty Industrial Machinery,Industrials,380.78B,6.72%,20.04B,52.04B
PTDU,PT Djasa Ubersakti Tbk,24.00B,16.00,"292,8",Engineering & Construction,Industrials,73.67B,32.35%,-25.32B,-
ADMG,PT. Polychem Indonesia Tbk,587.27B,148.00,616,Chemicals,Materials,2.30T,31.39%,-83.21B,137.19B
BATR,PT Benteng Api Technic Tbk,323.68B,108.00,"466,4",Building Materials,Materials,120.23B,6.38%,11.66B,6.59B
AIMS,PT Artha Mahiya Investama Tbk,83.16B,392.00,"359,8",Thermal Coal,Energy,1.37B,674.47%,-795.32M,-
AYAM,PT Janu Putra Sejahtera Tbk.,712.00B,178.00,"68,912,400",Farm Products,Consumer Staples,318.60B,-13.98%,-16.04B,-23.85B
SMKL,PT Satyamitra Kemas Lestari Tbk,560.57B,164.00,"14,1",Packaging & Containers,Consumer Discretionary,1.87T,8.65%,18.72B,-241.97B
PRIM,PT Royal Prima Tbk,256.75B,77.00,"2,692,100",Medical Care Facilities,Healthcare,332.14B,11.50%,-7.20B,-8.38B
MCAS,PT M Cash Integrasi Tbk,693.60B,790.00,"142,4",Business Equipment & Supplies,Industrials,4.93T,-40.15%,-33.73B,-59.48B
MRAT,PT Mustika Ratu Tbk,165.21B,386.00,"684,5",Household & Personal Products,Consumer Staples,355.21B,17.96%,-5.04B,-1.35B
TAXI,PT Express Transindo Utama Tbk,132.91B,13.00,"33,431,400",Railroads,Industrials,3.18B,-23.42%,-3.29B,-8.89B
PMUI,PT Prima Multi Usaha Indonesia Tbk,864.20B,146.00,"5,936,000",Electronics & Computer Distribution,Technology,3.06T,-12.36%,56.35B,103.01B
ENZO,PT Morenzo Abadi Perkasa Tbk,90.83B,42.00,961,Packaged Foods,Consumer Staples,381.59B,-34.69%,-10.27B,-88.59B
PBRX,PT Pan Brothers Tbk,730.39B,34.00,"3,641,500",Apparel Manufacturing,Consumer Discretionary,4.60T,-30.49%,1.49T,52.00B
PLAN,PT Planet Properindo Jaya Tbk,43.04B,49.00,"5,001,800",Lodging,Consumer Discretionary,14.82B,12.44%,-4.44B,677.07M
MTSM,PT Metro Realty Tbk,116.42B,500.00,"8,7",Real Estate Services,Real Estate,27.83B,11.24%,-2.86B,-
IRRA,PT Itama Ranoraya Tbk,672.49B,448.00,"866,5",Medical Distribution,Healthcare,1.41T,44.33%,77.79B,-571.62B
PPGL,PT Prima Globalindo Logistik Tbk,104.11B,136.00,"6,921,500",Integrated Freight & Logistics,Industrials,195.76B,-0.07%,8.09B,-35.27B
PADI,PT Minna Padi Investama Sekuritas Tbk,859.35B,75.00,"7,600,100",Capital Markets,Financials,35.14B,-91.74%,20.17B,7.91B
LPPS,PT Lenox Pasifik Investama Tbk,274.35B,106.00,"12,427,500",Financial - Capital Markets,Financials,13.21B,-69.37%,132.97B,-
MTPS,PT Meta Epsi Tbk.,168.87B,81.00,"1,710,800",Engineering & Construction,Industrials,66.40M,55.55%,-9.66B,14.54B
RUIS,PT Radiant Utama Interinsco Tbk,150.92B,196.00,"250,4",Oil & Gas Equipment & Services,Energy,2.03T,-1.95%,15.20B,65.44B
WINR,PT Winner Nusantara Jaya Tbk,198.94B,38.00,"7,126,000",Real Estate - Development,Real Estate,62.53B,55.09%,22.95B,1.25B
MSKY,PT MNC Sky Vision Tbk,777.80B,78.00,"17,689,500",Entertainment,Communication Services,497.01B,-22.27%,-133.11B,80.02B
PDES,PT Destinasi Tirta Nusantara Tbk,421.85B,620.00,"1,040,300",Travel Services,Consumer Discretionary,526.40B,29.98%,24.92B,36.78B
INPS,PT Indah Prakasa Sentosa Tbk,114.40B,159.00,"718,9",Trucking,Industrials,276.20B,2.62%,-23.73B,-4.43B
SATU,PT Kota Satu Properti Tbk,346.50B,252.00,"2,918,300",Real Estate - Development,Real Estate,26.08B,-9.12%,-8.16B,1.71B
BAYU,PT Bayu Buana Tbk,473.32B,"1,340.00","50,7",Travel Services,Consumer Discretionary,2.60T,5.87%,104.44B,-24.96B
BPFI,PT Woori Finance Indonesia Tbk,861.03B,320.00,"944,4",Credit Services,Financials,363.22B,22.36%,78.22B,-217.60B
YELO,PT Yelooo Integra Datanet Tbk,130.07B,68.00,"4,341,700",Travel Services,Consumer Discretionary,90.80B,-73.57%,-4.30B,6.16B
BMSR,PT Bintang Mitra Semestaraya Tbk,363.99B,314.00,"64,5",Chemicals,Materials,3.42T,11.62%,-82.35B,-77.27B
ROCK,PT Rockfields Properti Indonesia Tbk.,711.85B,470.00,"23,6",Real Estate Services,Real Estate,130.59B,11.64%,10.08B,50.56B
GDYR,PT Goodyear Indonesia Tbk,455.10B,"1,110.00","14,1",Auto Parts,Consumer Discretionary,2.89T,4.05%,58.55B,-12.71B
BTEK,PT Bumi Teknokultura Unggul Tbk,601.61B,13.00,"212,704,900",Farm Products,Consumer Staples,253.10B,-50.92%,-753.77B,-48.46B
KOTA,PT DMS Propertindo Tbk,358.57B,34.00,"4,984,800",Real Estate Services,Real Estate,37.01B,25.28%,-23.06B,-213.45B
DEWI,PT Dewi Shri Farmindo Tbk.,232.00B,119.00,"75,055,100",Farm Products,Consumer Staples,87.54B,6.49%,6.67B,-
LAPD,PT Leyand International Tbk,729.81B,184.00,"18,748,600",Electrical Utilities & IPPs,Utilities,268.75B,0.64%,-13.18B,-29.68B
PMMP,PT Panca Mitra Multiperdana Tbk,129.42B,50.00,"1,092,000",Packaged Foods,Consumer Staples,1.52T,-50.06%,-309.96B,-314.83B
